date,ff,pres,u,tend,cod_tend,vv,ww,w1,rr1,rr3,rr6,rr12,rr24,ssfrai,etat_sol,ht_neige,ww description,n,nbas,hbas,t,td,tend24
2021-01-05 21:00:00,3.7,100450,86,40,1,5400,3,2.0,0.0,0.0,0.0,0.0,-0.1,0.0,1.0,0.0,Clouds generally forming or developing,100.0,8.0,450.0,275.75,273.65,180.0
2021-01-06 00:00:00,3.5,100420,92,-30,8,3830,50,5.0,-0.1,-0.1,-0.1,-0.1,-0.1,0.0,1.0,0.0,"Drizzle, not freezing, intermittent, slight",100.0,8.0,250.0,275.35,274.15,140.0
2021-01-06 03:00:00,2.9,100450,89,30,2,4650,1,2.0,0.0,-0.1,-0.1,-0.1,-0.1,0.0,1.0,0.0,Clouds generally dissolving or becoming less developed,100.0,8.0,450.0,275.75,274.15,150.0
2021-01-06 06:00:00,3.2,100420,89,-30,6,5070,3,2.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,1.0,0.0,Clouds generally forming or developing,100.0,8.0,450.0,275.65,274.05,140.0
2021-01-06 09:00:00,2.8,100570,85,150,2,7700,2,2.0,0.0,0.0,0.0,-0.1,-0.1,0.0,1.0,0.0,State of sky on the whole unchanged,100.0,8.0,450.0,275.95,273.65,200.0
2021-01-06 12:00:00,2.0,100530,87,-40,8,8000,2,2.0,0.0,0.4,0.4,0.4,0.4,0.0,1.0,0.0,State of sky on the whole unchanged,100.0,8.0,450.0,276.25,274.25,160.0
2021-01-06 15:00:00,3.2,100520,86,-10,5,7000,1,2.0,0.0,0.0,0.4,0.4,0.4,0.0,1.0,0.0,Clouds generally dissolving or becoming less developed,100.0,8.0,450.0,276.75,274.65,160.0
2021-01-06 18:00:00,1.7,100590,88,70,1,6480,3,2.0,-0.1,-0.1,-0.1,0.4,0.4,0.0,1.0,0.0,Clouds generally forming or developing,100.0,8.0,450.0,276.75,274.95,180.0
2021-01-06 21:00:00,2.2,100650,88,60,1,10000,1,2.0,0.0,-0.1,-0.1,0.4,0.4,0.0,1.0,0.0,Clouds generally dissolving or becoming less developed,100.0,8.0,450.0,276.65,274.85,200.0
2021-01-07 00:00:00,3.1,100630,91,-20,6,8000,2,2.0,0.0,0.0,-0.1,-0.1,0.4,0.0,1.0,0.0,State of sky on the whole unchanged,100.0,8.0,450.0,276.65,275.35,210.0
2021-01-07 03:00:00,2.5,100610,90,-20,8,10000,21,6.0,-0.1,-0.1,-0.1,-0.1,0.4,0.0,1.0,0.0,"Rain (not freezing), during the preceding hour",100.0,8.0,800.0,275.95,274.45,160.0
2021-01-07 06:00:00,1.6,100580,93,-30,6,6480,3,2.0,0.0,0.0,-0.1,-0.1,0.4,0.0,1.0,0.0,Clouds generally forming or developing,90.0,7.0,450.0,274.75,273.75,160.0
2021-01-07 09:00:00,2.5,100640,95,60,3,3590,20,5.0,-0.1,-0.1,-0.1,-0.1,0.4,0.0,1.0,0.0,"Drizzle (not freezing) or snow grains, during the preceding hour",90.0,7.0,250.0,275.45,274.75,70.0
2021-01-07 12:00:00,2.5,100600,90,-40,8,4800,2,2.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,1.0,0.0,State of sky on the whole unchanged,90.0,7.0,250.0,276.15,274.65,70.0
2021-01-07 15:00:00,2.1,100560,81,-40,5,15490,1,2.0,0.0,0.0,0.0,-0.1,-0.1,0.0,1.0,0.0,Clouds generally dissolving or becoming less developed,90.0,7.0,450.0,276.95,273.95,40.0
2021-01-07 18:00:00,2.5,100620,89,60,3,20000,26,8.0,-0.1,-0.1,-0.1,-0.1,-0.1,0.0,1.0,0.0,"Shower(s) of snow, or of rain and snow, during the preceding hour",90.0,7.0,450.0,275.45,273.85,30.0
2021-01-07 21:00:00,2.5,100680,88,60,2,25000,1,2.0,0.0,-0.1,-0.1,-0.1,-0.1,0.0,1.0,0.0,Clouds generally dissolving or becoming less developed,90.0,7.0,450.0,275.35,273.55,30.0
2021-01-08 00:00:00,1.4,100660,91,-20,8,20000,2,2.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,1.0,0.0,State of sky on the whole unchanged,90.0,7.0,2250.0,274.75,273.45,30.0
2021-01-08 03:00:00,1.5,100680,93,20,3,8000,1,2.0,0.0,0.0,0.0,-0.1,-0.1,0.0,1.0,0.0,Clouds generally dissolving or becoming less developed,90.0,7.0,2250.0,274.15,273.15,70.0
2021-01-08 06:00:00,2.6,100640,92,-40,5,6480,1,1.0,0.0,0.0,0.0,-0.1,-0.1,0.0,1.0,0.0,Clouds generally dissolving or becoming less developed,40.0,3.0,1750.0,272.95,271.85,60.0
2021-01-08 09:00:00,1.6,100750,89,110,3,20000,3,2.0,0.0,0.0,0.0,0.0,-0.1,0.0,1.0,0.0,Clouds generally forming or developing,75.0,6.0,1750.0,274.85,273.25,110.0
2021-01-08 12:00:00,2.2,100730,82,-20,8,20000,3,2.0,0.0,0.0,0.0,0.0,-0.1,0.0,1.0,0.0,Clouds generally forming or developing,90.0,7.0,1250.0,276.15,273.35,130.0
2021-01-08 15:00:00,0.8,100730,77,0,5,25000,3,2.0,0.0,0.0,0.0,0.0,-0.1,0.0,1.0,0.0,Clouds generally forming or developing,90.0,7.0,800.0,276.95,273.25,170.0
2021-01-08 18:00:00,0.9,100840,83,110,1,25000,1,2.0,0.0,0.0,0.0,0.0,-0.1,0.0,1.0,0.0,Clouds generally dissolving or becoming less developed,90.0,7.0,1250.0,276.15,273.55,220.0
2021-01-08 21:00:00,0.9,100930,91,90,3,5620,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cloud development not observed or not observable,90.0,1.0,1250.0,272.55,271.25,250.0
2021-01-09 00:00:00,0.9,100970,95,40,1,5070,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Clouds generally dissolving or becoming less developed,0.0,0.0,1250.0,272.55,271.85,310.0
2021-01-09 03:00:00,0.0,101050,94,80,3,3900,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,State of sky on the whole unchanged,0.0,0.0,1250.0,271.85,271.05,370.0
2021-01-09 06:00:00,4.2,101060,90,10,3,10000,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Clouds generally forming or developing,90.0,7.0,450.0,272.65,271.25,420.0
2021-01-09 09:00:00,3.1,101260,94,200,3,6000,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clouds generally forming or developing,90.0,7.0,250.0,273.35,272.45,510.0
2021-01-09 12:00:00,5.2,101230,75,-30,8,14000,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clouds generally forming or developing,10.0,1.0,1750.0,276.25,272.25,500.0
2021-01-09 15:00:00,6.3,101220,72,-10,5,14580,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clouds generally forming or developing,50.0,4.0,800.0,276.85,272.25,490.0
2021-01-09 18:00:00,4.4,101310,86,90,3,16000,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State of sky on the whole unchanged,10.0,1.0,800.0,274.45,272.35,470.0
2021-01-09 21:00:00,4.7,101420,88,110,1,16000,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State of sky on the whole unchanged,0.0,0.0,800.0,273.55,271.75,490.0
2021-01-10 00:00:00,3.7,101420,94,0,0,10000,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clouds generally forming or developing,90.0,7.0,150.0,272.95,272.15,450.0
2021-01-10 03:00:00,3.6,101420,94,0,4,5070,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Clouds generally dissolving or becoming less developed,60.0,5.0,150.0,272.65,271.85,370.0
2021-01-10 06:00:00,3.8,101410,94,-10,7,5070,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Clouds generally dissolving or becoming less developed,90.0,7.0,150.0,272.75,271.95,350.0
2021-01-10 09:00:00,3.3,101450,93,40,3,7000,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Clouds generally dissolving or becoming less developed,10.0,1.0,150.0,273.05,272.05,190.0
2021-01-10 12:00:00,3.6,101450,77,0,0,11000,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State of sky on the whole unchanged,0.0,0.0,150.0,276.05,272.45,220.0
2021-01-10 15:00:00,4.6,101380,62,-70,5,26490,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clouds generally forming or developing,10.0,1.0,1250.0,277.25,270.65,160.0
2021-01-10 18:00:00,2.2,101410,79,30,1,15000,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State of sky on the whole unchanged,0.0,0.0,1250.0,273.65,270.45,100.0
2021-01-10 21:00:00,2.2,101450,93,40,3,15000,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Clouds generally forming or developing,10.0,1.0,1250.0,272.05,271.05,30.0
2021-01-11 00:00:00,1.6,101400,93,-50,7,12000,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,State of sky on the whole unchanged,0.0,0.0,1250.0,271.25,270.25,-20.0
2021-01-11 03:00:00,2.0,101420,95,20,3,320,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer",50.0,4.0,800.0,271.15,270.45,0.0
2021-01-11 06:00:00,1.9,101370,96,-50,7,8000,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Clouds generally dissolving or becoming less developed,90.0,7.0,450.0,272.75,272.15,-40.0
2021-01-11 09:00:00,1.6,101420,92,50,3,6000,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Clouds generally dissolving or becoming less developed,90.0,7.0,800.0,273.95,272.75,-30.0
2021-01-11 12:00:00,3.6,101330,85,-90,8,16000,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,State of sky on the whole unchanged,90.0,7.0,450.0,275.95,273.65,-120.0
2021-01-11 15:00:00,4.0,101230,84,-100,6,16000,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clouds generally dissolving or becoming less developed,90.0,7.0,1250.0,277.05,274.55,-150.0
2021-01-11 18:00:00,3.4,101140,84,-90,6,13000,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clouds generally forming or developing,90.0,7.0,800.0,276.75,274.25,-270.0
2021-01-11 21:00:00,4.9,101090,84,-50,8,10000,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clouds generally forming or developing,90.0,7.0,800.0,276.85,274.35,-360.0
2021-01-12 00:00:00,4.8,100940,84,-150,8,10000,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clouds generally forming or developing,90.0,7.0,450.0,277.25,274.75,-460.0
2021-01-12 03:00:00,6.1,100800,84,-140,8,15000,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clouds generally forming or developing,90.0,7.0,450.0,277.75,275.25,-620.0
2021-01-12 06:00:00,6.2,100520,92,-280,7,9000,61,6.0,0.2,0.4,0.4,0.4,0.4,0.0,2.0,0.0,"Rain, not freezing, continuous, slight",90.0,7.0,450.0,278.05,276.85,-850.0
2021-01-12 09:00:00,7.1,100490,91,-30,8,20000,21,6.0,-0.1,-0.1,0.4,0.4,0.4,0.0,2.0,0.0,"Rain (not freezing), during the preceding hour",100.0,8.0,450.0,279.65,278.25,-930.0
2021-01-12 12:00:00,8.2,100400,91,-90,8,15000,61,6.0,0.2,0.4,0.4,0.8,0.8,0.0,2.0,0.0,"Rain, not freezing, continuous, slight",100.0,8.0,450.0,280.85,279.45,-930.0
2021-01-12 15:00:00,3.0,100390,96,-10,5,3000,58,6.0,0.4,1.2,1.6,2.0,2.0,0.0,2.0,0.0,"Drizzle and rain, slight",100.0,8.0,250.0,281.85,281.25,-840.0
2021-01-12 18:00:00,2.6,100590,97,200,3,2760,58,6.0,0.6,3.0,4.2,4.6,5.0,0.0,2.0,0.0,"Drizzle and rain, slight",100.0,8.0,150.0,280.65,280.25,-550.0
2021-01-12 21:00:00,2.3,100850,97,260,2,2500,50,5.0,-0.1,0.4,3.4,5.0,5.4,0.0,2.0,0.0,"Drizzle, not freezing, intermittent, slight",100.0,8.0,150.0,280.05,279.65,-240.0
2021-01-13 00:00:00,0.5,101020,94,170,1,6930,3,2.0,0.0786231884057971,0.2416289592760181,0.4934947049924357,0.9952106698999696,2.002396117682742,0.0,2.0,0.0,Clouds generally forming or developing,100.0,8.0,450.0,278.95,278.05,80.0
2021-01-13 03:00:00,1.3,101060,96,40,3,3640,10,2.0,0.0,-0.1,0.2,3.6,5.6,0.0,1.0,0.0,Mist,100.0,8.0,450.0,278.75,278.15,260.0
2021-01-13 06:00:00,1.7,101070,98,10,2,2750,50,5.0,-0.1,-0.1,-0.1,0.6,5.2,0.0,2.0,0.0,"Drizzle, not freezing, intermittent, slight",100.0,8.0,450.0,278.95,278.65,550.0
2021-01-13 09:00:00,1.6,101080,98,10,3,2170,51,6.0,0.2,0.4,0.4,0.6,5.6,0.0,2.0,0.0,"Drizzle, not freezing, continuous, slight",100.0,8.0,150.0,279.75,279.45,590.0
2021-01-13 12:00:00,6.5,100990,93,-90,8,15000,1,2.0,0.0,1.2,1.6,1.6,6.4,0.0,2.0,0.0,Clouds generally dissolving or becoming less developed,100.0,7.0,250.0,282.85,281.75,590.0
2021-01-13 15:00:00,6.7,100920,90,-70,6,20000,58,6.0,-0.1,-0.1,1.2,1.6,5.2,0.0,1.0,0.0,"Drizzle and rain, slight",100.0,7.0,450.0,282.85,281.25,530.0
2021-01-13 18:00:00,7.7,100930,93,10,3,15000,51,5.0,0.2,0.2,0.2,1.8,2.4,0.0,2.0,0.0,"Drizzle, not freezing, continuous, slight",100.0,7.0,250.0,282.05,280.95,340.0
2021-01-13 21:00:00,7.4,100980,91,50,2,12000,50,5.0,-0.1,-0.1,0.2,1.4,2.0,0.0,2.0,0.0,"Drizzle, not freezing, intermittent, slight",100.0,8.0,450.0,282.05,280.65,130.0
2021-01-14 00:00:00,4.7,101030,92,50,0,12000,50,5.0,-0.1,-0.1,-0.1,0.2,1.8,0.0,2.0,0.0,"Drizzle, not freezing, intermittent, slight",100.0,8.0,450.0,281.75,280.55,10.0
2021-01-14 03:00:00,5.0,100950,88,-80,6,20000,1,2.0,0.0,-0.1,-0.1,0.2,1.8,0.0,2.0,0.0,Clouds generally dissolving or becoming less developed,100.0,8.0,450.0,282.05,280.15,-110.0
2021-01-14 06:00:00,6.0,100790,91,-160,8,20000,21,6.0,-0.1,-0.1,-0.1,-0.1,1.8,0.0,2.0,0.0,"Rain (not freezing), during the preceding hour",100.0,8.0,450.0,281.55,280.15,-280.0
2021-01-14 09:00:00,5.8,100730,86,-60,6,25000,1,2.0,0.0,0.0,-0.1,-0.1,1.4,0.0,2.0,0.0,Clouds generally dissolving or becoming less developed,90.0,7.0,450.0,282.05,279.85,-350.0
2021-01-14 12:00:00,5.5,100530,93,-200,8,14000,60,6.0,0.2,0.2,0.2,0.2,0.4,0.0,2.0,0.0,"Rain, not freezing, intermittent, slight",100.0,7.0,450.0,282.15,281.05,-460.0
2021-01-14 15:00:00,6.0,100260,88,-270,6,38900,21,6.0,-0.1,-0.1,0.2,0.2,0.4,0.0,2.0,0.0,"Rain (not freezing), during the preceding hour",100.0,7.0,450.0,283.75,281.85,-660.0
2021-01-14 18:00:00,8.0,100280,88,20,1,20000,60,6.0,-0.1,-0.1,-0.1,0.2,0.2,0.0,2.0,0.0,"Rain, not freezing, intermittent, slight",90.0,7.0,450.0,282.65,280.75,-650.0
2021-01-14 21:00:00,8.0,100330,87,50,3,6480,60,6.0,0.2,0.6,0.6,0.8,0.8,0.0,2.0,0.0,"Rain, not freezing, intermittent, slight",100.0,7.0,450.0,280.65,278.65,-650.0
2021-01-15 00:00:00,7.8,100680,87,350,3,19770,60,6.0,-0.1,0.6,1.2,1.2,1.4,0.0,2.0,0.0,"Rain, not freezing, intermittent, slight",100.0,7.0,450.0,276.15,274.15,-350.0
2021-01-15 03:00:00,6.5,101020,89,340,2,12480,2,2.0,0.0,-0.1,0.6,1.2,1.4,0.0,2.0,0.0,State of sky on the whole unchanged,100.0,7.0,450.0,275.35,273.75,70.0
2021-01-15 06:00:00,5.7,101220,85,200,2,12000,3,2.0,0.0,0.0,-0.1,1.2,1.4,0.0,1.0,0.0,Clouds generally forming or developing,100.0,7.0,450.0,275.15,272.85,430.0
2021-01-15 09:00:00,5.5,101550,88,330,2,14000,3,2.0,-0.1,-0.1,-0.1,0.6,1.4,0.0,1.0,0.0,Clouds generally forming or developing,100.0,8.0,450.0,274.25,272.45,820.0
2021-01-15 12:00:00,5.7,101720,72,170,1,20000,1,1.0,0.0,0.0,-0.1,-0.1,1.2,0.0,1.0,0.0,Clouds generally dissolving or becoming less developed,50.0,4.0,800.0,275.65,271.15,1190.0
2021-01-15 15:00:00,4.6,101820,66,100,3,19150,1,2.0,0.0,0.0,0.0,-0.1,1.2,0.0,1.0,0.0,Clouds generally dissolving or becoming less developed,90.0,7.0,800.0,275.55,269.85,1560.0
2021-01-15 18:00:00,4.2,101970,66,150,1,20000,2,2.0,0.0,0.0,0.0,-0.1,1.2,0.0,0.0,0.0,State of sky on the whole unchanged,90.0,7.0,800.0,274.25,268.55,1690.0
2021-01-15 21:00:00,2.8,102050,64,80,3,20000,1,2.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,Clouds generally dissolving or becoming less developed,90.0,7.0,800.0,274.05,268.05,1720.0
2021-01-16 00:00:00,1.6,101990,66,-60,8,20000,2,2.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,State of sky on the whole unchanged,90.0,7.0,800.0,273.65,268.05,1310.0
2021-01-16 03:00:00,0.9,101910,67,-80,8,15000,2,2.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,State of sky on the whole unchanged,90.0,7.0,800.0,273.25,267.85,890.0
2021-01-16 06:00:00,2.2,101830,74,-80,8,12000,1,2.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,Clouds generally dissolving or becoming less developed,90.0,0.0,5400.0,272.65,268.55,610.0
2021-01-16 09:00:00,4.1,101680,76,-150,8,11030,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clouds generally forming or developing,90.0,2.0,1250.0,273.05,269.35,130.0
2021-01-16 12:00:00,4.0,101460,97,-220,8,900,73,7.0,0.4,0.8,0.8,0.8,0.8,0.02,13.0,0.0,"Continuous fall of snowflakes, moderate",100.0,7.0,150.0,272.55,272.15,-260.0
2021-01-16 15:00:00,6.0,101050,97,-410,8,4000,66,7.0,1.2,3.0,3.8,3.8,3.8,0.01,13.0,0.04,"Rain, freezing, slight",100.0,7.0,250.0,272.85,272.45,-770.0
2021-01-16 18:00:00,5.3,100880,98,-170,6,2750,50,5.0,0.4,3.9,6.9,7.7,7.7,0.0,13.0,0.02,"Drizzle, not freezing, intermittent, slight",100.0,7.0,150.0,273.75,273.45,-1090.0
